job_id,country,title,company,onsite_remote,description,posted_date,link,seniority_level,employment_type,job_function,industries
663,4,Ingeniero de Datos,502,2,"En SII Group estamos en búsqueda de un Ingeniero de Datos 🕵🏻‍♀️¿Qué necesitas para postular? 🤔💭En Sii Group Chile estamos en búsqueda de profesionales para nuestro staff.Ingeniero de Datos con experiencia:Desarrollo en SQL SeverStore ProceduresSubqueriesFuncionesETL's (no excluyente)Estadística Experimentación A/B Testing (ideal pero no excluyente)Intervalos de ConfianzaTest de Hipótesis Métricas: Promedio, Desviación Estándar, Varianza, MedianaPython y/o R orientado al análisis de datos (ideal pero no excluyente)ExcelTablas dinámicas.¿Cuál es la modalidad? Hibrido, Santiago CentroEn SII Group Chile⏰ Tu tiempo nos importa: días administrativos libres.🏆 Queremos que te desarrolles: Programas de capacitaciones a tu medida.🚀 Ser #fungineer es fun: FunFridays y eventos varios!Ofrecemos otros importantes beneficios: revisa a través del siguiente link:https://lnkd.in/eyn4vbKN👀 visita nuestro sito https://lnkd.in/dQNkS6Rz💡Anímate a formar parte del Team enviándonos tu cv con pretensiones de renta a: natalia.lara@siigroup.cl junto a seleccion@siigroup.cl",2023-01-06,https://cl.linkedin.com/jobs/view/ingeniero-de-datos-at-sii-group-chile-3429415317?refId=%2Fipb6bDeprSFWqg6%2BeTREQ%3D%3D&trackingId=dEj1uqq4wTpSxK%2BjorlusA%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,Intermedio,Jornada completa,Ingeniería y Tecnología de la información,8.0
664,4,Senior Data Analyst,470,2,"Apiux Tecnología⭐ is a company that accelerates and enables growth with technology, innovation and development of talent. With it, we support organizations in their digital transformation process, modernization and implementations.This time, we are looking for a Data Analyst Senior for one of our clients in Chile.What will be some of your responsibilities?Support our client in the Development of OneStream project to improve the financial planning process of the Company.Coach others, recognise their strengths and encourage the on Technological and Methodological issues.What are the Required Qualifications we are looking for?✅ 5-10 years of work experience in Projects as a Data Analyst, Developer or related roles.✅ Experience designing Data Migrations / Renovation Projects / Systems Solutions / Cloud Data Integrations and Ecosystem Design / Data Architecture.✅ Experience in Testing (Organisation, execution, methodology planning...).✅ Knowledge in SAP (especially in FICO modules, SAP BI and ERP Data Model).✅ English proficiency because your are going to work with teams in this language.✅ You agree to visit the client's office once a month (or as required).Which ""hard"" skills are important to us?Leadership skills (your are going to be the Mentor and Guide of the team).Analytical thinking for decision making.Excellent Communication Skills.What are the Preferred Qualifications we are looking for?✅ Experience participating in OneStream implementations or knowledge in the tool.✅ Experience in Financial Data.What do we offer you🚀?Indefinite contract.For your safety: Supplementary Health Insurance, Dental Insurance and Life Insurance.Apiux Academy: Training, technical tutorials and interaction with the Dev Community to develop your talent to the maximum.$400 (USD) per year to expand your knowledge.Happy Points: Accumulate points for your achievements and exchange them for days off.Birthday Off.Referral, Wedding & Newborn Bonuses.Bonus in December and September.Discounts on OpenEnglish.Partnerships with Coopeuch, Banco de Chile.Salary: According to your experience & financial expectations.We embrace Diversity⭐ providing a positive experience and equal opportunity employer for all qualified candidates who will be considered for openings without regard to race, color, religion, sex, age, national origin, protected veteran status, disability status, sexual orientation, gender identity or expression, marital status, genetic information or any other characteristic protected by law.Do you want to be a Yellower and impact the future with Technology and your Talent?We look forward to your application!#LI-VVT",2022-12-26,https://cl.linkedin.com/jobs/view/senior-data-analyst-at-apiux-tecnolog%C3%ADa-3415762813?refId=%2Fipb6bDeprSFWqg6%2BeTREQ%3D%3D&trackingId=EQgz44ecRxGvBNP5PE6EmA%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,Intermedio,Jornada completa,Tecnología de la información,8.0
665,4,Data Engineer,503,2,"ARKHO es una consultora experta en tecnologías de la información, que ofrece servicios expertos de TI en el marco de modernización de aplicaciones, analítica de datos y migración a la nube. Nuestro trabajo facilita y acelera la adopción de la cloud en múltiples industrias.Nos destacamos por ser Partner Advanced de Amazon Web Services con foco estratégico en la generación de soluciones usando tecnología en la nube, somos obsesionados por lograr los objetivos propuestos y tenemos especial énfasis en el grupo humano que compone Arkhotech (nuestros Archers), reconociendo a nuestro equipo como un componente vital para el logro de los resultados.¿Te motivas? ¡Te esperamos!Job FunctionsEstamos en busca de un profesional con experiencia en el desarrollo de pipelines de analytics, con una visión en la arquitectura de datos End to End, que logre aplicar sus conocimientos técnicos en la ejecución de proyectos tecnológicos. La vacante considera que el aspirante sea un referente orientando a la mejora continua y el cumplimiento de los objetivos y la creación de productos tecnológicos de alta calidad. Para ello, la experiencia en el uso de diversas herramientas, lenguajes de programación, infraestructura y otros, son la base para apoyar desde el conocimiento al equipo de desarrollo, participando en el desarrollo de entregables de alto impacto y calidad.Trabajar de forma integrada y colaborativa con el líder de equipo, y el equipo de implementación proporcionando un contexto claro del estado de las iniciativas desde el ámbito tecnológico.Apoyar al equipo en la definición, estimación y planificación de tareas/actividades para el desarrollo de productos de analítica en el marco ágil del desarrollo.Gobernar técnicamente la solución con el cliente, participando activamente de decisiones claves y proporcionando información relevante en el aspecto técnico.Trabajar con los integrantes del equipo en el diseño e implementación de arquitecturas de soluciones de analítica de datos en la nube y para la solución completa.Involucramiento en el modelado de los datos, generando modelos analíticos corporativos.Profundización en aspectos tecnológicos desconocidos y que se requieren para el logro de los objetivos.Qualifications And RequirementsEn nuestra compañía valoramos a las personas auto-gestionadas, proactivas e innovadoras. Debes ser capaz de organizar tu propia carga de trabajo, tomar decisiones, cumpliendo tus plazos y objetivos. Buscamos personas con:Experiencia relevante en Python con datos.Dominio de SQL y bases de datos no relacionales.Conocimiento en tecnologías de ETL.Capacidades de documentación de negocio y tecnológica.Habilidades de priorización de requerimientos y resultados de negocio.Experiencia en proyectos BI y modelando bases de datos para Data Warehouse (Estrella, Copo de nieve). Desirable SkillsSi posees experiencia en algunas de las tecnologías a continuación es un plus:Experiencia en Cloud (AWS, Azure, GCP), nosotros usamos AWSNivel de inglés Intermedio - AvanzadoExperiencia en metodologías ágiles como ScrumGitBenefitsDía administrativo semestral hasta los 12 meses Week off: 5 días de vacaciones extra¡Celebra tu cumpleaños!Path de entrenamientoCertificaciones AWSAguinaldos Fiestas Patrias y NavidadSeguro complementario (solo para Chile)Flexibilidad (trabajo híbrido o remoto)Regalo por casamiento + 5 días hábiles libresRegalo por nacimiento de hijosKit escolarBeneficio paternidadCuponstar",2022-11-12,https://cl.linkedin.com/jobs/view/data-engineer-at-arkho-3391765070?refId=%2Fipb6bDeprSFWqg6%2BeTREQ%3D%3D&trackingId=0kwGMtQaEoggR5vp5jUuAg%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,No corresponde,Jornada completa,Tecnología de la información,8.0
666,4,Data Engineer - Data Squad,504,2,"Fintual nació con la idea de que cualquier persona pueda maximizar sus ahorros de forma simple, transparente y regulada. El desafío es mostrarles cómo lograrlo a través del ahorro y la inversión, además lograr hacerlo un hábito. Somos la primer startup en Hispanoamérica en lanzar sus propios fondos para invertir. Confían en nosotros grandes VCs como Sequoia, Kaszek y ALLVP, también hemos sido seleccionados dos veces por YCombinator.En Fintual invertimos en las personas por su talento y simpatía, lo que significa que todas las identidades tienen cabida. Abrazamos la diversidad, equidad e inclusión.En el Squad Data consolidamos datos de distintas fuentes y habilitamos a otros equipos para que puedan usarlos. Somos los primeros consumidores de los datos, y tenemos una visión transversal de lo que pasa en Fintual. Estamos al día con el desarrollo del producto y reflejamos las nuevas funcionalidades en nuestro Data Warehouse, para que todas en Fintual puedan tomar decisiones desde los datos. Además buscamos estar cerca de las analistas y data scientists para construir las herramientas que faciliten su trabajo. Usamos un stack moderno de tecnologías con Airflow, Kubernetes y DBT.Serás responsable de:Diseñar e implementar nuevas funcionalidades del pipeline de datosDiseñar tablas y vistas del Data Warehouse que le faciliten la vida a quienes consumen datos en FintualHacer mejora continua e implementar tests sobre la infraestructura de datosInvestigar y ser capaz de implementar herramientas que ayuden en las tareas de analítica y ciencia de datosTener una visión global del modelo de datos para prestar soporte en caso de alguna inconsistenciaPlantear, discutir y ejecutar soluciones a nuevos problemas de datos que surgen día a díaSi cumples con esto ¡aplica!Contar con al menos 2 años de experiencia programando en temas orientados a ingeniería de datos, algoritmos y automatización. La mayoría de nuestro código está en PythonTener conocimiento de bases de datos relacionales. Hacer muy buenos modelos de datos y manejarse usando SQLConocer Apache Airflow o alguna otra herramienta de orquestaciónSobre el proceso y sus etapasTe enviaremos un test de habilidades cognitivas para que realices y que podamos conocerte mejorTe contaremos desde el área de Personas para conocerte y contarte sobre Fintual, y pautaremos una entrevista en profundidad para determinar si hay fit culturalLuego seguiremos con 2 entrevistas técnicas acerca de SQL, modelación y pipelines de datosY finalmente, haremos una entrevista grupal con varias personas de Fintual, para que veas cómo te caemos y ver nosotros cómo nos caesNuestros beneficios: 7 semanas de vacaciones al año (leíste bien), debes tomarte mínimo 5 Stock options después de un año Licencia parental de 12 semanas adicionales (personas gestantes y no gestantes) Contrato indefinidoCómo hackear la postulación.",2022-12-13,https://cl.linkedin.com/jobs/view/data-engineer-data-squad-at-fintual-3392149137?refId=%2Fipb6bDeprSFWqg6%2BeTREQ%3D%3D&trackingId=HKI%2BCjY%2BSdIyGN1qZIroLQ%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,Sin experiencia,Jornada completa,Tecnología de la información,182.0
667,4,Data Engineer Expert,464,2,"We are a digitally native technology services company where innovation, design, and engineering meet scale. We use some of the latest technologies in the digital and cognitive field to empower organizations in every aspect.Right now, we are looking for a Data Engineering Expert to be part of our Data & AI Studio with more than 500 professionals worldwide.Activities:Assembling large, complex sets of data pipelines that meet non-functional and functional business requirementsRedesign infrastructure for greater scalability, optimize data delivery, and automate manual processes, among other internal process improvements.Implementing cloud services and SQL technologies for optimal extraction, transformation, and loading of data from various sourcesAnalyzing data pipelines to provide actionable insight into operational efficiency, customer acquisition, and other key performance metricsProviding technical assistance to stakeholders, including the data, design, product, and executive teamsSupporting the Executive, Product, Data, and Design teams with their data infrastructure needs and assisting with data-related technical issuesTech Stack & Tools:Mandatory:Programming language (Python, Java or Scala)Cloud-based data Storage (S3, Cloud Storage or Blob Storage),Cloud-Based Analytics DW (BigQuery, Synapse, Redshift or Snowflake)Cloud transformation tool (Spark, Glue, Beam, Dataflow or ADF)Workflow orchestration tool (Airflow, Astronomer, Composer, Airbyte, Dagster or Step Functions)RDBMS Engines (Oracle, Microsoft SQL Server, IBM DB2, Teradata or Postgresql)Distributed Files Systems (Hadoop, EMR, Databricks or Dataproc)Desired:Data Visualization tools (Data Studio, Power BI, Tableau or QuickSight)NoSQL Engines (Cassandra, MongoDB, GraphQL or Redis)Streaming system (Kafka, Storm, Flink or Flume)Data Quality Frameworks (Great Expectations, Soda, Pytest, Deequ)Infrastructure as Code Tools (Terraform, CDK, Azure Management Tools, Morpheus)Cloud certifications (Google Professional Data Engineer, AWS Certified Data Analytics, Microsoft Certified: Azure Data Engineer Associate)At Globant we believe that an inclusive culture and a diverse environment makes us stronger. We encourage people to have an inclusive spirit as our global footprint expands. We seek to generate a place of inspiration and growth for everyone. A safe space, based on equity as a value, where everyone's careers can be promoted and developed in the same way. There is no innovation without diversity and there is no improvement without plurality.Are you ready?Job Segment:  Database, Cloud, SQL, Engineer, Equity, Technology, Engineering, Finance",2022-12-09,https://cl.linkedin.com/jobs/view/data-engineer-expert-at-globant-3420185022?refId=%2Fipb6bDeprSFWqg6%2BeTREQ%3D%3D&trackingId=yFMlHjLqSBICqQtMbaQeTw%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,Sin experiencia,Jornada completa,Tecnología de la información,8.0
668,4,Data Engineer (Remote) (8750 USD/Mes),500,2,"About The PositionResponsibilitiesWork on business-critical data pipelines that collect, process, and store financial datasets. Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of sources and tools using Google Cloud technologies. Design, architect and support new and existing data and ETL pipelines and recommend improvements and modifications with a focus on maintainability, scalability, and performance. Analyze, debug, and correct issues with the platform. Communicate strategies and processes around data modeling and architecture to the team. Work closely with the investment team to make the process of training, testing, and deployment of Machine Learning models seamless. Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc. Minimum QualificationsAt least 3 years of experience building complex ETL pipelines using Apache Spark or similar technologies. Proficiency in Scala / Python / Java. Experience writing and architecting complex SQL and ETL processes. BS in Computer Science / Software Engineering or equivalent experience with a strong mathematical foundation. Strong knowledge of Google Cloud, scikit-learn, queuing systems, jupyter notebooks, and similar technology stacks. Strong understanding & usage of algorithms and data structures. Strong communication and writing skills. RequirementsNoneBenefitsVacaciones / Flexibilidad de TrabajoTrabajo Remoto: Globalmente remoto",2023-01-09,https://cl.linkedin.com/jobs/view/data-engineer-remote-8750-usd-mes-at-listopro-3426558713?refId=%2Fipb6bDeprSFWqg6%2BeTREQ%3D%3D&trackingId=njw1Wry8aGJU%2BGKAEckNyA%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,Sin experiencia,Jornada completa,Ingeniería y Analista,181.0
669,4,Data Analysis Intern (Remote Internship - Analyst),230,2,"POSITION: Data Analyst InternLOCATION: RemoteSCHEDULE: Part-time (10-20h/week)About Brainnest:The business management and training company headquartered in Bremen, Germany. We are a success-driven firm that provides management advisory and contracting services customized to help companies from different industries with business management problems. Brainnest runs, leads, and manages complex projects and initiatives. We have begun from scratch when a network of professionals, Ph.D. holders, and highly skilled personnel bring to the business table their practical and academic years of experience to form up a concrete blueprint on which the company has been designed. Since 2020, we offer a combination of expertise, proficiency, and commitment, leveraging our deep industry experience and applying analytical rigor to deliver exceptional results for companies. We proudly provide top-class consulting and training services for a wide range of industries around the world. A well-equipped team, advanced tools, and modern methodologies are some of what we correctly utilize to offer our clients what makes them the best in their fields.Our team is looking for a Data Analysis Intern to join them in the upcoming weeks. This position is great for an aspiring data analysis professional looking to work on business-critical projects and gain relevant work experience.Your profile:Strong communication skills with the ability to discuss any issues with a wide variety of individuals and groups Capability to produce content on time, with attention to detail, and an emphasis on identifying and pitching to a target audience A well-organized team player with the ability to perform various tasks, act individually, and think creatively Familiarity with Microsoft applications and ZoomWillingness to learn and develop data analysis skills Competitive and proactive attitude Fluency in EnglishYou will learn how to:Get started with business analytics, including accessing and integrating the right data and constructing a data mapPrepare data, explore it visually, and describe it using statistical methodsThink and talk like an analyst How to collaborate with others in different roles to get the data you needTurn information into a work of art and intrigue your audience Use a powerful set of business analytics tools to create and share visualizations with others in the organization Make smarter, data-driven decisions Interpret the data you see, find the data you need, and clean the data to work effectively with the dataWork with data, including how to import data, work with flat files such as CSV, and create data sets for othersUse predictive tools in business analytics that can help companies make better decisionsUse business analytics tools and techniques to leverage sales data and help organizations get more leads, close more deals, and ultimately increase the number of customersAt Brainnest, we’re committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender, gender identity or expression, or veteran status. We strive to be a more equal opportunity workplace.",2023-01-08,https://cl.linkedin.com/jobs/view/data-analysis-intern-remote-internship-analyst-at-brainnest-3426237339?refId=%2Fipb6bDeprSFWqg6%2BeTREQ%3D%3D&trackingId=QTySAynrg9BJr2YM8yXzEQ%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,Prácticas,Prácticas,Tecnología de la información,9.0
670,4,Desarrollador Base de Datos,505,2,"🔍¿Qué buscamos?¿Buscamos Database Developer para participar en proyecto de migración de datos desde Oracle hacia PostgreSQL. Como Database Developer tu misión será asegurar el óptimo el rendimiento de las bases de datos, así como velar por la seguridad de la información en un ambiente cloud. Si proactivo, no tiene miedo a pedir ayuda y te gusta aportar ¡Te estamos buscando!¿Cuáles son las principales desafíos 💪?Migrar bases de datos desde on-premise DB a Cloud DB.Solucionar problemas y errores de funcionamiento en las bases de datos.Garantizar que todos los programas de la empresa cumplen los requisitos de rendimiento y de la empresa.Corecciones manuales en migraciónManejo de documentación😎 Perfil requerido:Mínimo 2 años o más de experiencia en desarrollo de base de datos.Experiencia en migración de base de datosExperiencia en OraclePL/SQL y PostgreSQLJira (documentación)🙌🏼 Deseable:Experiencia en Cloud (AWS RDS o CloudSQL).🌈¿Qué te ofrecemos?📝 Contrato indefinido.⌚Horario de trabajo: Lunes a viernes (Art. 22)👨‍💻🏠 Modalidad de trabajo: 100% Remoto (Solo para residentes en Chile)👨‍⚕️🧠🐕👨‍🍳Consultas médicas, psicológicas, veterinarias y nutricionales gratuitas🦷🩺 Seguro de Salud, Vida y Dental.🎂 Medio día libre de cumpleaños.🏋🏼‍♀️🐕 Descuentos en gimnasio, tienda para mascotas, clínicas dentales, ópticas, etc.📚Planes de capacitación y certificación técnica¿Te emociona este nuevo reto? 🤩 ¡Postula con nosotros y embárcate en esta nueva aventura profesional!#sharingknowledge.💌¡Conviértete en un SOAINTER!",2022-12-29,https://cl.linkedin.com/jobs/view/desarrollador-base-de-datos-at-soaint-3415438842?refId=%2Fipb6bDeprSFWqg6%2BeTREQ%3D%3D&trackingId=ngRQhguNQ2MBCYFk8lhdiQ%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,Intermedio,Jornada completa,Control de calidad,8.0
671,4,Data Engineer,506,2,"About AtomicAtomic is a venture fund that founds and builds companies. Founded in 2012, we believe that disruptive innovation is most successfully achieved by pairing innovative ideas with business discipline and that building those ideas into businesses is not something that can be outsourced. We are engineers and entrepreneurs who build and operate the next generation of great companies. As one of Atomic’s pre-launch startups, we are building the payments stack for the modern subscription economy.About The RoleAtomic building the next generation tool for B2B marketing.We are on the hunt for an incredible and creative Data Engineer who will help lay the technical foundation for our data platform and processes.As an early employee, you will be a critical part of our company’s direction and future as it relates to all aspects engineering and data. You will be building the bones of our company and making decisions that will control its trajectory. We expect to invest in your development and do everything we can to make sure this will be one of your best professional experiences. We believe this will be a career-defining choice.Still in “stealth” mode, our company is funded and supported by [Atomic](https://techcrunch.com/2021/03/02/atomic-which-only-funds-the-startups-it-launches-just-closed-its-newest-fund-with-260-million/), the venture studio behind [Hims & Hers](https://www.forhims.com/), [Replicant](https://www.replicant.com/), [Paravision](https://www.paravision.ai/), [Found](https://joinfound.com/), [Openstore](https://open.store/), and many others. Atomic is a place for anyone with an entrepreneurial spirit to build, launch, and scale companies solving painful problems in huge markets.What you'll doCreatively leverage and aggregate various third-party data sources, including web scraping on a massive scaleImplementing critical data pipelinesCreating and improving existing infrastructureMinimize latency and maximize data throughput throughout our systemSet backend foundation and framework for front-end hypothesis testingBecome an advocate for the team by developing and championing best practices with the team and with the company at largeWhat you bring You are curious, inquisitive, and enjoy solving ambiguous, open-ended problems: You are able to identify high impact problem areas with little direction. You have a healthy skepticism about data and know when to dig deeper into a problem. You have the technical skills to work independently. You are an expert in working with Python (Django), SQL, database systems, and web scraping. You are able flex your technical creativity in aggregating and synthesizing data sources to push into our database. Search engine experience building, knowledgeable on third party tools Create internal database, query optimizations Experience with ElasticSearch and or TypeSense Experience with BeautifulSoup, and or other similar scraping libraries Working knowledge of AWS a plus You are a strong communicator and are able to explain complex concepts to a wide audience. You are adept at crafting clear and impactful data visualizations. You are meticulous and forthright. You are experienced with finding clear answers despite messy data sets, and are able to catch data issues as they arise. You are biased towards action. You like to build and ship - favoring practical choices, speed and a respect for sequencing. You focus on the things that matter and push back on things that don’t. You make deadlines for yourself and you move fast. You’re scrappy and entrepreneurial. You thrive in fast-paced environments and are comfortable with not knowing the answer to something. You are willing to roll up your sleeves no matter what the challenge is. You enjoy your work. You love what you do, think about it in your free time, and often find yourself building at strange hours—not because you feel you have to, but because you’re so excited to create something big for the world. Your favorite thing to do is to take on a huge challenge and pull it off. You care about doing the right thing. You value diversity and go out of your way to ensure others feel welcome. You enjoy hanging out with your teammates, have a low-ego, and make the workplace more fun for everyone.",2023-01-09,https://cl.linkedin.com/jobs/view/data-engineer-at-terminal-3362384689?refId=%2Fipb6bDeprSFWqg6%2BeTREQ%3D%3D&trackingId=o5iqXDdc0Kn3oAmMxw509Q%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,Intermedio,Jornada completa,Tecnología de la información,30.0
672,4,#317 Data Engineer,232,2,"Somos The BridgeThe Bridge es la red de profesionales digitales más grande de LATAM con más de 230 mil rockstars. Startups, scale-ups, grandes empresas y consultorías de todo el mundo trabajan con nosotros para conseguir los proyectos más desafiantes e impactantes.¿Estás listo para participar en el desafío?Estamos buscando al próximo cambio de juego que se una al equipo como Data Engineer¿Eres un nómada digital? Pues este rol fue hecho para ti, puedes estar ubicado en cualquier parte de LATAM y disfrutar al 100% de la flexibilidad que esto implica.Buscamos una persona altamente capacitada, impulsada por una misión, con un impulso y un entusiasmo ilimitados por la transformación digital.Requirements🤸‍♀️ ¿Quién eres?+2 años de experiencia trabajando con SQL+2 años de experiencia con PythonExperiencia en analisis de datosExperiencia en el desarrollo de soluciones en servicios e infraestructura en la nubeConocimiento con herramientas de BI como Tableau, Power BI, Looker, Shiny.🤖 ResponsabilidadesEstarás a cargo de las canalizaciones de análisis, diseño, implementación y mantenimiento que producen datos críticos para el negocio de manera confiable y eficiente utilizando tecnologías en la nube.Desarrollarás nuevos ETL .Recopilarás, procesarás y limpiarás datos de diferentes fuentes utilizando Python y SQL.Trabajarás codo a codo con los principales arquitectos y desarrolladores de nuestro equipo interno para crear y garantizar que las mejores prácticas y pautas se utilicen correctamente en todos los proyectos.Evaluarás y comunicarás de manera efectiva el esfuerzo para los desarrollos requeridos.Descubrirás nuevas fuentes de datos para mejorar las canalizaciones de datos nuevas y existentes. Estarás a cargo de construir y mantener canalizaciones de datos y modelos de datos para proyectos nuevos y existentesBenefits🎁 Nuestros Beneficios para TiSalario competitivo, ¡trabajas en un entorno digital! 💰¡El trabajo es 100% remoto! Para que disfrutes de la flexibilidad de un nómada digital 💻Cultura de trabajo divertida, inclusiva y transparente. ¡Esto es muy importante para nosotros como bridgers!¿Ventajas? Toneladas, es una gran pregunta para la entrevista 💥Proyectos de alto impacto garantizados 🚀Equipos multiculturales e interculturales, de alto potencial como el tuyo✅🌈 Nuestra posturaApoyamos entornos multiculturales. Para nosotros, lo más importante son tus valores y el conocimiento y el potencial que tienes.Apoyamos al 100% a todos los géneros, etnias, religiones, habilidades y talentos, la diversidad nos permite desarrollar grandes proyectos.¡Nos preocupamos por ti, serás parte de nuestra familia!NOTA: Somos conscientes de tu tiempo, ¡el proceso irá tan rápido mientras estés comprometido!¡Estamos ansiosos por conocerte! 🥳",2022-12-01,https://cl.linkedin.com/jobs/view/%23317-data-engineer-at-the-bridge-social-3415385174?refId=%2Fipb6bDeprSFWqg6%2BeTREQ%3D%3D&trackingId=xIpG%2FKAVUC%2FnxVLQ50XApw%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,No corresponde,Jornada completa,Analista,1.0
673,4,Senior Data Analyst - Remote - Latin America,355,2,"FullStack Labs is the fastest-growing software consultancy in the Americas. We help organizations like Uber, GoDaddy, MGM, Siemens, Stanford University, and the State of California, build distributed software development teams, and deliver transformational digital solutions. As an employee-first company, we focus on hiring the most talented software designers and developers in the western hemisphere, by creating a positive, respectful, and supportive work environment where they can achieve their greatest potential.We’re most proud of:Offering life-changing career opportunities to talented software professionals across the Americas.Building highly-skilled software development teams for hundreds of the world’s greatest companies.Having delivered hundreds of successful custom software solutions, which have positively impacted the lives and careers of millions of users.Our 4.7-star rating on GlassDoor.Our client Net Promoter Score of 64, twice the industry average.Sustained growth of 100% - 200% per year.The Position:We're looking to hire several mid-level and senior Data Analysts to join our team. You'll work with our incredible clients in one of two ways:Team Augmentation / Staffing: You will integrate yourself directly into our client's team and work alongside their existing designers and engineers on a daily basis.Design & Build: You will work on a FullStack Labs product team to build and deliver a product to our clients.What We're Looking For:As a Data Engineer, you'll be working in a team responsible for Reports and Analytics for the highly loaded system and helping the team to achieve extraordinary results to impact the product and deliver the best solution to the market.3 years of experience in databases in SQL Server or Oracle and ETL development.3 years of experience in OOP and/or Functional Programming fundamentals, Design principles;Track record of anticipating technical problems that will fall out of major projects and designing solutions to overcome those problems;Experience in working with RESTful APIs;Experience in production support and troubleshooting.Self-organized and responsible person with experience in a distributed team;Good level of speaking and written English;Nice to have: Experience in Ruby.Experience in AWS/Azure;Experience with Azure Logic Apps, SQL Server, ETL ;JavaScript experience (React is preferred);Experience with web tooling (Webpack, Jest, NPM, Babel, etc);Bachelor’s Degree in Computer Science, a related field, or comparable work experience;Benefits:Competitive Salary.100% remote work.The ability to work with leading startups and Fortune 500 companies.English Classes.Virtual company events each month.Ample opportunity for career advancement.Continuing education opportunitiesFullStack Labs is proud to be an equal opportunity workplace. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity, or Veteran status. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form, which can be provided upon request during our hiring and interview process.Learn more about our Applicants Privacy Notice .",2023-01-06,https://cl.linkedin.com/jobs/view/senior-data-analyst-remote-latin-america-at-fullstack-labs-3344292242?refId=%2Fipb6bDeprSFWqg6%2BeTREQ%3D%3D&trackingId=%2FgvMNfiYOb65JRctUV9EwA%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,Intermedio,Jornada completa,Tecnología de la información,8.0
674,4,Data Engineer Ssr/Sr,437,2,"En TSOFT nos encontramos en la búsqueda de un Data Engineer Ssr/Sr para sumar a nuestro CoE.Te proponemos ser parte de un equipo alucinante y en pleno crecimiento!Requisitos:Experiencia de al menos 1 año como Arquitectos de Datos, Arquitecto DB o Data EngineerExperiencia en diseño e implementación de procesos ETL, ingesta y almacenamiento de datosExperiencia en modelado lógico y físico de bases de datos relacionales y no relacionalesExperiencia en ambientes cloud (Azure, AWS, GCP, otras)Experiencia en diseño e implementación de herramientas de catalogación de datosHabilidades de programación en Python, Spark o RConocimientos en materias de comunicación entre aplicaciones (SOA, SOAP, REST)Experiencia en entornos de BI, Datawarehousing y Big Data (HDFS, Hive, HBase, Kafka y Nifi, entre otros)Experiencia en metodologías ágiles.Adicionalmente se valorarán conocimientos y experiencia en los siguientes aspectos:Experiencia en clientes del tipo Retail, Banca y TelecomunicacionesConocimientos en herramientas y métodos de visualización, explotación y análisis de datosConocimiento de Python / PysparkQueres formar parte de este gran equipo y vivir la experiencia Tsoft?Contactanos!Esta posición permite la incorporación de personas con discapacidad",2023-01-09,https://cl.linkedin.com/jobs/view/data-engineer-ssr-sr-at-tsoft-3428668664?refId=%2Fipb6bDeprSFWqg6%2BeTREQ%3D%3D&trackingId=ie%2FzjPj7xmbGO6BPWODRSw%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,Algo de responsabilidad,Jornada completa,Tecnología de la información,8.0
